"№ ВД","OBO","Назва регіону України","Місцезнаходження та адреса приміщення для голосування","Latitude","Longitude","1) К-сть одержаних бюлетенів","2) К-сть невикористаних бюлетенів","3) К-сть виборців, внесених до списку виборців","4) К-сть виборців, внесених до витягу зі списку виборців","5) К-сть виборців, які отримали бюлетені у приміщенні","6) К-сть виборців, які отримали за місцем перебування","7) Сумарна к-сть виборців, які отримали бюлетені","8) К-сть бюлетенів, що виявилися у кожній скринці","9) К-сть бюлетенів, що не підлягають врахуванню","10) К-сть виборців, які взяли участь у голос. у приміщенні для гол.","11) К-сть виборців, які взяли участь у голос. за місцем перебування","12) К-сть виборців, які взяли участь у голосуванні на виборчій дільниці","13) К-сть бюлетенів, визнаних недійсними","14) Сумарна к-сть голосів виборців ЗА","Акашев
Валентин
Анатолійович","Вітушко
Олег
Вікторович","Гудов
Іван
Ілліч","Корж
Євген
Юрійович","Кравченко
Микола
Васильович","Пономаренко
Ілля
Миколайович","Пономарьов
Андрій
Вікторович","Сурін
Андрій
Миколайович","Герасимчук
Анатолій
Андрійович","Коваленко
Василь
Васильович","Міщенко
Ігор
Іванович","Раковський
Олександр
Степанович","Риженков
Олександр
Миколайович","Філіндаш
Сергій
Миколайович","Ясько
Геннадій
Геннадійович","Борковець
Алла
Олексіївна","Васильєв
Олександр
Андрійович","Прилепський
Віктор
Володимирович","Сучков
Олексій
Анатолійович","Шанова
Людмила
Миколаївна","Асєєв
Олег
Анатолійович","Білий
Олексій
Петрович","Гудзюк
Сергій
Степанович","Дейнєс
Віталій
Геннадійович","Конишев
Геннадій
Аркадійович","Красновський
Сергій
Борисович","Решетняк
Ігор
Миколайович","Тіхонова
Лілія
Валентинівна","Асєєв
Ігор
Анатолійович","Забавін
Дмитро
В’ячеславович","Матвієнков
Сергій
Анатолійович","Мороз
Анатолій
Михайлович","Пуговкін
Дмитро
Юрійович","Романюк
Олександр
Володимирович","Щербаков
Сергій
Андрійович","Яременко
Микола
Дмитрович","Бакуліна
Наталія
Василівна","Борт
Віталій
Петрович","Молоков
Денис
Геннадійович","Наумов
Олександр
Олександрович","Новаковський
Іван
Сергійович","Поліванов
Олег
Олександрович","Ткачук
Лариса
Віталіївна","Бєліков
Юрій
Миколайович","Кисельов
Юрій
Анатолійович","Ложечкін
Вадим
Сергійович","Нагорний
Тимофій
Олександрович","Новиков
Станіслав
Олегович","Омельченко
Валерій
Павлович","Волинець
Євгеній
Валерійович","Здор
Костянтин
Семенович","Кушніров
Олександр
Леонідович","Лук’янов
Владислав
Валентинович","Півень
Микола
Іванович","Подорожко
Євген
Сергійович","Романченко
Олексій
Віталійович","Волошин
Геннадій
Якович","Литвинов
Леонід
Федорович","Славгородський
Ігор
Васильович","Стужук
Микола
Олександрович","Другашов
Дмитро
Олександрович","Жмурко
Андрій
Анатолійович","Поддубний
Володимир
Анатолійович","Подколзін
Тимур
Сергійович","Попов
Василь
Миколайович","Проценко
Володимир
Васильович","Рибак
Володимир
Іванович","Рижков
Анатолій
Іванович","Шкіря
Ігор
Миколайович","Алишев
Олександр
Миколайович","Антип
Петро
Іванович","Березовий
Микола
Вікторович","Весьолкін
Володимир
Юрійович","Вініченко
Сергій
Вікторович","Герасимов
Артур
Володимирович","Гончаров
Анатолій
Дмитрович","Карпушев
Олексій
Олександрович","Поляков
Віталій
Дмитрійович","Попов
Роман
Валентинович","П’ятько
Роман
Анатолійович","Черненко
Віталій
Григорович","Шило
Віталій
Олександрович","Байсаров
Леонід
Володимирович","Єлін
Ілля
Костянтинович","Єрмоленко
Олена
Олександрівна","Яструбенко
Олександр
Васильович","Гур
Юлія
Олександрівна","Омельянович
Денис
Сергійович","Ходус
Микола
Олександрович","Шипілов
Олег
Федорович","Боярський
Юрій
Іванович","Гордієнко
Сергій
Леонідович","Городенський
Максим
Олексійович","Корнієнко
Сергій
Миколайович","Кривошеєв
Дмитро
Олексійович","Ржавський
Володимир
Іванович","Сопельник
Віктор
Іванович","Азаров
Олексій
Миколайович","Бондарєв
Вадим
Анатолійович","Вєкуа
Фрідон
Напойович","Єрмак
Олег
Віталійович","Зонтов
Олег
Вячеславович","Казацький
Дмитро
Геннадійович","Котенко
Олег
Олексійович","Мельник
Віталій
Володимирович","Підлісний
Ігор
Павлович","Хмельовий
Анатолій
Петрович","Єрдакій
Олег
Миколайович","Каплунов
Денис
Вікторович","Капля
Вадим
Вікторович","Клюєв
Сергій
Петрович","Матейченко
Костянтин
Володимирович","Теплицький
Валерій
Павлович","Волкова
Ольга
Іванівна","Гришко
Олег
Борисович","Звягільський
Юхим
Леонідович","Сінілов
Олександр
Валерійович","Топузов
Олександр
Юрійович","Волинко
Микола
Миколайович","Жнівін
Сергій
Юрійович","Кравченко
Анатолій
Васильович","Левицький
Євген
Леонідович","Левченко
Микола
Олександрович","Лигін
Роман
Олександрович","Лягін
Роман
Вікторович","Нікітін
Станіслав
Олександрович","Симоненко
Олександр
Борисович","Абрамчук
Євген
Миколайович","Бунтовський
Сергій
Юрійович","Вельдяксова
Ольга
Олександрівна","Волков
Роман
Юрійович","Екштейн
Інна
Миколаївна","Коваленко
Юрій
Тимофійович","Кутепов
Микола
Леонідович","Ландик
Валентин
Іванович","Лівочка
Олександр
Васильович","Рищенко
Наталя
Ашотовна","Анікушин
Сергій
Ігорович","Бахтеєва
Тетяна
Дмитрівна","Лук’янець
Володимир
Васильович","Талишев
Євген
Іванович","Шейко
Вольга
Василівна","Юрчак
Вадим
Олександрович","Бобков
Олександр
Михайлович","Деркач
Володимир
Григорович","Заярний
Артем
Олексійович","Скакун
Павло
Петрович","Дата підписання протоколу"
"141607","41","Донецька область","вул.Полоцька, 12, м.Донецьк, 83092","47.9912662","37.9015276","2149","476","2131","38","1650","23","1673","","0","1645","23","1668","26","1642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350","60","82","150","29.10.12"
"141609","41","Донецька область","вул.Мінська, 6, м.Донецьк, 83053","47.9795015","37.876573","2128","397","2085","70","1662","69","1731","","0","1662","69","1731","22","1709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1342","55","94","218","29.10.12"
"141610","41","Донецька область","вул.Будьонного, 11, м.Донецьк, 83030","47.9708325","37.8741676","2296","631","2262","75","1610","55","1665","","0","1610","55","1665","4","1661","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1383","42","41","195","29.10.12"
"141611","41","Донецька область","вул.Октября, 16, м.Донецьк, 83030","47.9567715","37.8809139","1848","499","1811","46","1305","44","1349","","0","1305","44","1349","14","1335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1106","44","40","145","29.10.12"
"141612","41","Донецька область","вул.Георгія Димитрова, 112, м.Донецьк, 83030","47.959833","37.883815","1784","437","1732","158","1199","148","1347","","0","1199","148","1347","29","1318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1026","54","71","167","29.10.12"
"141613","41","Донецька область","вул.Георгія Димитрова, 112, м.Донецьк, 83030","47.959833","37.883815","2008","422","1952","43","1547","39","1586","","0","1536","39","1575","32","1543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1218","89","74","162","29.10.12"
"141614","41","Донецька область","вул.Талліннська, 1, м.Донецьк, 83030","47.9452698","37.8827684","1816","491","1805","56","1287","38","1325","","0","1285","38","1323","19","1304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1076","58","42","128","29.10.12"
"141615","41","Донецька область","вул.Кірова, 88А, смт Ларине, м.Донецьк, 83491","47.89101","37.92924","896","257","884","57","582","57","639","","0","582","57","639","10","629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","528","17","15","69","29.10.12"
"141616","41","Донецька область","вул.Горького, 58, смт Ларине, м.Донецьк, 83491","47.8883591","37.9288704","496","115","489","28","353","28","381","","0","353","28","381","15","366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276","15","18","57","29.10.12"
"141617","41","Донецька область","вул.Землеробська, 18А, смт Ларине, м.Донецьк, 83081","47.91927","37.88074","1256","323","1230","37","896","37","933","","0","896","37","933","2","931","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775","34","28","94","29.10.12"
"141618","41","Донецька область","вул.Тамбовська, 50, м.Донецьк, 83030","47.9533658","37.8753379","1320","273","1280","29","1018","29","1047","","0","1018","29","1047","37","1010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","875","34","27","74","29.10.12"
"141619","41","Донецька область","вул.Баумана, 10, м.Донецьк, 83085","47.9610095","37.863523","1728","405","1717","23","1306","17","1323","","0","1306","17","1323","47","1276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987","64","65","160","29.10.12"
"141620","41","Донецька область","вул.Відважних, 6А, м.Донецьк, 83085","47.9639186","37.8572297","1888","479","1872","47","1374","35","1409","","0","1374","35","1409","71","1338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","63","50","225","29.10.12"
"141621","41","Донецька область","вул.Відважних, 6А, м.Донецьк, 83085","47.9639186","37.8572297","1648","478","1641","26","1147","23","1170","","0","1147","23","1170","47","1123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","914","46","44","119","29.10.12"
"141622","41","Донецька область","вул.Індустрії, 1, м.Донецьк, 83029","47.959377","37.8382505","1424","216","1418","46","1173","35","1208","","0","1173","35","1208","13","1195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","48","25","98","28.10.12"
"141623","41","Донецька область","вул.Героїчна, 7, м.Донецьк, 83028","47.9730525","37.856384","1536","259","1517","92","1189","88","1277","","0","1189","88","1277","12","1265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098","37","42","88","29.10.12"
"141624","41","Донецька область","вул.Арктики, 45, м.Донецьк, 83058","47.9772445","37.849113","2168","593","2132","61","1518","57","1575","","0","1490","57","1547","29","1518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1109","84","90","235","29.10.12"
"141625","41","Донецька область","вул.Арктики, 8, м.Донецьк, 83058","47.9779556","37.8485643","2232","687","2200","109","1443","102","1545","","0","1443","102","1545","66","1479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1094","93","102","190","29.10.12"
"141627","41","Донецька область","вул.Карагандинська, 2, м.Донецьк, 83058","47.972532","37.8415925","2048","391","2025","104","1563","94","1657","","0","1563","94","1657","58","1599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1287","65","78","169","29.10.12"
"141628","41","Донецька область","вул.Полоцька, 2А, м.Донецьк, 83092","47.9974745","37.901617","648","77","593","148","432","139","571","","0","432","139","571","30","541","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360","34","57","90","29.10.12"
"141629","41","Донецька область","вул.Багратіона, 19, м.Донецьк, 83047","47.9948149","37.8963574","328","144","184","65","119","65","184","","0","119","65","184","3","181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","5","7","46","29.10.12"
