"№ ВД","OBO","Назва регіону України","Місцезнаходження та адреса приміщення для голосування","Latitude","Longitude","1) К-сть одержаних бюлетенів","2) К-сть невикористаних бюлетенів","3) К-сть виборців, внесених до списку виборців","4) К-сть виборців, внесених до витягу зі списку виборців","5) К-сть виборців, які отримали бюлетені у приміщенні","6) К-сть виборців, які отримали за місцем перебування","7) Сумарна к-сть виборців, які отримали бюлетені","8) К-сть бюлетенів, що виявилися у кожній скринці","9) К-сть бюлетенів, що не підлягають врахуванню","10) К-сть виборців, які взяли участь у голос. у приміщенні для гол.","11) К-сть виборців, які взяли участь у голос. за місцем перебування","12) К-сть виборців, які взяли участь у голосуванні на виборчій дільниці","13) К-сть бюлетенів, визнаних недійсними","14) Сумарна к-сть голосів виборців ЗА","Демішкан
Володимир
Федорович","Запорожець
Іван
Іванович","Ільїнова
Лідія
Рефатівна","Кравченко
Ольга
Ігнатівна","Сивоконь
Тетяна
Семенівна","Черенков
Олександр
Павлович","Чудовський
Андрій
Ігорович","Штомпель
Віталій
Олександрович","Мілейко
Володимир
Володимирович","Слєпцов
Микола
Миколайович","Тихонов
Віктор
Миколайович","Холопов
Олександр
Володимирович","Шакун
Сергій
Вікторович","Юник
Володимир
Йосипович","Біленький
Олександр
Юрійович","Бобошко
Микола
Михайлович","Бухалов
Олександр
Юрійович","Іоффе
Юлій
Якович","Клименко
Дмитро
Володимирович","Козюберда
Костянтин
Григорійович","Костєв
Микола
Михайлович","Радченко
Ігор
Олександрович","Сичова
Олена
Іванівна","Сінченко
Сергій
Григорович","Хохлов
Юрій
Миколайович","Баркасов
Олексій
Володимирович","Бондарєв
Віктор
Леонідович","Гайдей
Олександр
Петрович","Доровський
Юрій
Михайлович","Ільченко
Костянтин
Григорійович","Коваль
Олександр
Іванович","Степанець
Олена
Миколаївна","Бебешко
Олександр
Миколайович","Горулько
Юлія
Олександрівна","Жученко
Олександр
Вікторович","Іванов
Дмитро
Валерійович","Кириченко
Микола
Єгорович","Лисянський
Павло
Леонідович","Саліхов
Артем
Романович","Чуб
Володимир
Євгенович","Бойко
Володимир
Олександрович","Букаєва
Марина
Володимирівна","Данієлян
Вадим
Романович","Дудник
Олена
Григорівна","Кісельов
Олег
Валентинович","Корнієвський
Аркадій
Юрійович","Кривобоков
Артем
Анатолійович","Лозко
Ігор
Якович","Макаров
Костянтин
Костянтинович","Макаров
Олександр
Костянтинович","Медяник
Володимир
Юрійович","Моравський
Юрій
Вікторович","Павлінський
Олексій
Вікторович","Пригеба
Григорій
Валентинович","Рєзнік
Микола
Миколайович","Суглобов
Євген
Валерійович","Андріянов
Олександр
Олександрович","Гуславський
Володимир
Станіславович","Заіка
Артем
Миколайович","Кириченко
Людмила
Федорівна","Колесніков
Володимир
Анатолійович","Мошенський
Валерій
Захарович","Підгорний
Володимир
Миколайович","Ржавський
Олександр
Миколайович","Сафонова
Дар’я
Євгеніївна","Терніков
Юрій
Миколайович","Федоров
Василь
Васильович","Фролов
Володимир
Миколайович","Чередник
Геннадій
Олександрович","Аннушак
Сергій
Васильович","Гладких
Валентин
Валерійович","Дунаєв
Сергій
Володимирович","Єфіменко
Євгеній
Олегович","Кримцев
Віктор
Олексійович","Крисанов
Леонід
Дмитрович","Слєсарєв
Ігор
Едуардович","Теросипов
Вячеслав
Михайлович","Філь
Сергій
Олександрович","Шахов
Сергій
Володимирович","Шведов
Віталій
Миколайович","Беркут
Ігор
Віталійович","Грицишин
Геннадій
Андрійович","Казаков
Олег
Іванович","Казаков
Сергій
Вікторович","Карацуба
Павло
Васильович","Комчадалов
Євгеній
Євгенович","Корчагін
Павло
Петрович","Кунченко
Олексій
Петрович","Луговцов
Олексій
Сергійович","Припотень
Володимир
Юрійович","Самарський
Сергій
Вікторович","Сідєльнікова
Галина
Анатоліївна","Фурман
Юрій
Анатолійович","Хітько
Ірина
Сергіївна","Шахов
Сергій
Олександрович","Шевчук
Вячеслав
Анатолійович","Барвіна
Наталія
Олександрівна","Вікторов
Андрій
Сергійович","Горохов
Сергій
Олександрович","Жданова
Валентина
Олександрівна","Кривобоков
Владислав
Анатолійович","Мошенський
Сергій
Захарович","Попов
Володимир
Євгенович","Скіріч
Андрій
Степанович","Тамашев
Геннадій
Анатолійович","Чаленко
Максим
Михайлович","Василенко
Ольга
Дмитрівна","Василенко
Сергій
Петрович","Гейченко
Ігор
Васильович","Гончаров
Володимир
Олександрович","Гончаров
Олег
Борисович","Гончарук
Тетяна
Сергіївна","Гринюк
Світлана
Петрівна","Давидов
Сергій
Іванович","Демидович
Ірина
Володимирівна","Денищенко
Денис
Вікторович","Євлашин
Володимир
Анатолійович","Жароїд
Костянтин
Анатолійович","Зуєва
Карина
Олександрівна","Клєшнін
Роман
Євгенович","Ковальов
Павло
Олексійович","Криштов
Євген
Федорович","Мартиненков
Ігор
Миколайович","Масюк
Олег
Віталійович","Морочко
Юрій
Петрович","Пащук
Михайло
Федорович","Прокошин
Олександр
Ігорович","Сердюков
Василь
Михайлович","Струк
Володимир
Олексійович","Уманець Віталій Костянтинович","Філіпський Олександр Михайлович","Шаповалов Андрій Анатолійович","Шаповалов Віталій Олександрович","Шахов Володимир Миколайович","Дата підписання протоколу"
"441428","105","Луганська область","вул.Артьома, 111, м.Луганськ, 91002","48.59102","39.315948","1704","727","1687","63","916","61","977","","0","916","61","977","57","920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","4","513","24","42","2","15","21","82","185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441429","105","Луганська область","вул.Карла Лібкнехта, 7А, м.Луганськ, 91002","48.5885635","39.3043516","1866","983","1849","39","852","31","883","","0","852","31","883","60","823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","2","488","17","43","6","23","11","66","138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441430","105","Луганська область","вул.Карла Лібкнехта, 7А, м.Луганськ, 91002","48.5885635","39.3043516","1458","672","1445","34","752","34","786","","0","752","34","786","50","736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","4","439","19","56","5","11","12","66","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441431","105","Луганська область","вул.Рабочая, 25, м.Луганськ, 91002","48.5849355","39.303352","1716","897","1652","33","789","31","820","","0","787","31","818","54","764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","5","424","19","51","3","6","18","75","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441432","105","Луганська область","вул.Ляпіна З.Ф., 2, м.Луганськ, 91002","48.586803","39.2972865","204","0","204","3","201","3","204","","0","201","3","204","15","189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","2","110","3","26","2","6","6","7","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"440170","104","Луганська область","вул.Адміністративна, 6, м.Лутугине, Лутугинський р-н, Луганська обл., 92000","48.4106978","39.2109061","489","178","491","28","286","25","311","","0","286","25","311","12","299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","2","88","12","5","1","1","1","2","0","0","1","0","1","1","104","0","0","0","2","0","50","0","25","2","0","0","29.10.12"
"440171","104","Луганська область","вул.Крупської, 20, м.Лутугине, Лутугинський р-н, Луганська обл., 92000","48.3978021","39.1993211","1761","610","1742","76","1085","66","1151","","0","1085","66","1151","27","1124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","4","356","18","4","2","5","1","24","0","0","2","0","2","4","377","0","1","3","0","0","238","0","72","2","0","4","29.10.12"
"440172","104","Луганська область","пров.Спортивний, 7, м.Лутугине, Лутугинський р-н, Луганська обл., 92000","48.3967006","39.1969682","2322","959","2295","46","1337","26","1363","","0","1337","26","1363","33","1330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","4","410","20","6","3","6","0","17","0","0","2","2","6","5","417","3","1","2","1","3","315","1","91","7","1","6","29.10.12"
"440173","104","Луганська область","просп.Миру, 9А, м.Лутугине, Лутугинський р-н, Луганська обл., 92000","48.3975839","39.2023341","2001","722","1977","68","1222","57","1279","","0","1222","57","1279","28","1251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","4","381","34","9","0","6","1","12","1","1","3","1","6","4","410","1","2","2","0","3","294","2","62","6","1","1","29.10.12"
"440174","104","Луганська область","просп.Миру, 1, м.Лутугине, Лутугинський р-н, Луганська обл., 92000","48.3999098","39.2005368","1206","412","1191","45","756","38","794","","0","756","38","794","15","779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","2","282","14","3","0","4","0","7","0","0","2","1","5","2","211","0","0","1","0","1","175","0","61","3","0","4","29.10.12"
"440175","104","Луганська область","вул.О.Кошового, 2, м.Лутугине, Лутугинський р-н, Луганська обл., 92000","48.3969863","39.2054592","1692","651","1665","73","981","60","1041","","0","981","60","1041","18","1023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","2","319","24","8","2","6","1","11","0","1","0","2","7","0","343","0","0","0","0","1","233","0","50","5","0","3","28.10.12"
"440176","104","Луганська область","вул.Дружби, 23, м.Лутугине, Лутугинський р-н, Луганська обл., 92000","48.3971715","39.2084694","1371","478","1368","26","868","25","893","","0","868","25","893","23","870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","296","14","4","0","5","0","13","0","0","1","0","6","0","292","2","1","2","0","1","159","0","67","0","2","2","29.10.12"
"440177","104","Луганська область","вул.Крупської, 6, м.Лутугине, Лутугинський р-н, Луганська обл., 92000","48.3979632","39.2003798","1212","378","1198","38","800","34","834","","0","800","34","834","33","801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","3","272","16","6","1","2","0","14","2","0","0","0","4","1","231","1","1","1","0","1","173","1","60","3","1","2","29.10.12"
"440178","104","Луганська область","вул.Пушкіна, 135, м.Лутугине, Лутугинський р-н, Луганська обл., 92000","48.4053648","39.2189945","1497","677","1475","40","793","27","820","","0","793","27","820","25","795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","5","239","21","5","0","5","3","9","1","0","0","0","4","0","240","1","3","0","0","2","183","0","63","0","1","6","29.10.12"
"440192","104","Луганська область","вул.Димитрова, 45, с.Переможне, Лутугинський р-н, Луганська обл., 92028","48.3913","39.37628","534","148","528","18","369","17","386","","0","369","17","386","7","379","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","74","5","0","0","0","0","7","0","0","1","0","1","1","160","1","1","1","1","1","110","0","13","0","0","1","29.10.12"
"440206","104","Луганська область","вул.Радянська, 112, с.Кам’янка, Лутугинський р-н, Луганська обл., 92032","48.2416","39.39423","450","118","444","46","291","41","332","","0","291","41","332","0","332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","278","0","0","0","0","0","38","0","1","0","0","0","30.10.12"
"440209","104","Луганська область","вул.Миру, 95А, с.Шовкова Протока, Лутугинський р-н, Луганська обл., 92041","48.30322","39.25413","261","69","259","14","178","14","192","","0","178","14","192","3","189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","43","4","1","0","0","0","0","0","1","0","0","0","1","118","0","0","0","0","0","10","0","10","0","0","0","28.10.12"
"440211","104","Луганська область","вул.Леніна, 46, с.Першозванівка, Лутугинський р-н, Луганська обл., 92030","48.3397099","39.41945","984","333","968","118","534","117","651","","0","534","117","651","36","615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","4","187","12","0","0","0","0","0","0","0","0","0","0","0","293","0","0","0","0","0","78","0","41","0","0","0","28.10.12"
"440213","104","Луганська область","квартал Комарова, 38А, с.Розкішне, Лутугинський р-н, Луганська обл., 92013","48.489414","39.2768821","2430","1153","2394","53","1229","48","1277","","0","1229","48","1277","32","1245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","3","208","13","6","1","2","3","13","0","0","0","2","4","1","326","3","3","2","1","4","585","1","54","1","0","2","29.10.12"
"440215","104","Луганська область","пров.Жовтневий, 1, м.Лутугине, Лутугинський р-н, Луганська обл., 92000","48.3989433","39.2089327","276","182","98","44","51","43","94","","0","51","43","94","2","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","28","3","0","0","1","0","1","0","1","1","0","1","0","30","0","0","0","0","0","18","0","6","0","0","1","29.10.12"
